loan_amnt,term,installment,emp_length,dti,open_acc,revol_util,total_acc,mort_acc,log_annual_inc,fico_score,log_revol_bal,charged_off
35000,36,1218.61,2,5.25,9,38.6,34,3,5.69897087292411,717,4.82894975900572,1
20000,36,688.03,5,14.36,13,57.2,22,0,5.04139663327193,712,4.26656093928684,0
8000,36,272.15,0,5.66,5,23.7,16,3,4.59107574263968,662,3.37125262912493,0
15000,36,498.15,2,28,13,10.6,21,1,4.87506705394618,767,3.41497334797081,0
20000,36,664.2,3,19.08,11,54,32,0,5.19312738228452,677,4.46118327126458,0
24000,36,750.86,10,15.07,6,93.9,22,3,4.99563958138834,712,3.71323846154566,0
18375,36,657.6,1,18.02,6,56.2,15,2,5.0000043429231,747,4.10215918324368,0
15350,36,589.01,10,6.03,3,98.5,10,0,4.65322216465659,682,3.87978378009041,1
7500,36,249.08,3,3.68,8,27.3,22,1,4.62325963061961,747,3.864926191539,0
23625,60,702.46,10,19.44,11,25.3,27,0,4.77815848856469,707,4.05903300496378,0
12800,36,497.63,10,27.45,14,30,22,0,4.57979502526858,727,3.91386681189623,1
15500,36,575.96,2,25.59,9,78,18,4,4.67210709814554,697,4.0906107078284,1
35000,36,1300.55,NaN,30.52,13,48.7,44,4,5.10037399188548,717,3.98904915643822,1
20000,36,680.36,4,21.62,21,26.8,25,0,4.79934744296207,697,3.9566485792052,0
14425,36,528.7,3,41.13,9,46,24,0,4.63849924062107,707,4.26446363420488,0
15000,36,529.51,2,19.11,9,76.2,11,0,4.74037058568576,717,3.68160299873086,0
18000,36,653.01,10,17.66,7,0,18,2,5.0000043429231,717,0,0
35000,36,1318.45,10,12.06,13,62.5,28,4,4.90309541563903,712,4.35339684339754,1
10000,36,353.01,10,38.66,11,67,28,2,4.65128770796321,727,4.65765809043993,0
5000,36,174.09,10,17.9,5,65.7,9,0,4.72428406375899,677,4.10741349748814,1
2000,36,69.64,10,20.3,10,71.3,32,3,4.77815848856469,697,4.46683797466776,0
20000,36,664.2,5,8.5,3,90.1,18,5,4.84510424417682,702,4.41246054742996,0
17500,36,699.88,0,11.49,5,6.5,7,0,4.54408045258678,737,2.46834733041215,1
26000,60,780.61,4,29.99,10,38.9,12,0,4.71601169537145,722,4.12574143912871,1
36000,36,1195.55,5,28.02,12,23.1,31,0,4.90309541563903,787,4.48637379724617,1
7000,36,247.11,10,26.05,3,38.9,13,0,4.53149169022153,697,3.20248831706009,0
3750,36,141.27,10,18.86,5,11.8,11,0,4.43934848606974,742,3.16196661636407,0
10000,36,332.1,6,4.63,7,29,10,0,4.68125028508304,662,3.16136800223497,1
3600,36,123.85,3,21.75,9,26,22,2,4.41499005128352,677,3.51268439621716,0
12000,36,439.82,0,30.12,9,37.7,9,0,4.60207084855429,682,3.84366872297914,0
19800,36,667.05,9,4.23,4,22,10,0,4.65322216465659,767,3.48187241031066,1
2500,36,88.26,9,25.48,11,83.6,15,0,4.34244242103183,662,4.20101455821337,0
28000,36,963.25,5,16.8,11,39.3,15,0,4.93952424448052,712,3.99427314897317,0
4000,36,146.61,2,35.73,7,56.8,12,0,4.3324586591892,662,3.47871075551275,0
10000,36,366.51,NaN,15.64,15,45.8,46,6,4.95424733490676,687,3.85119717617416,1
4000,36,137.61,7,17.49,10,47.1,15,0,4.54408045258678,672,4.08774593478473,1
4500,36,153.08,NaN,17.01,13,12.7,22,0,4.86923758853567,792,3.59670702968144,0
15100,36,579.42,3,23.47,10,52.1,14,0,4.55631456433534,672,3.94512377012211,1
20000,60,586.91,3,14.83,7,68.7,9,0,4.98227575691685,662,3.39357520326958,1
10000,36,336.9,2,13.48,8,52,15,0,5.07918486515322,722,4.11743702528261,1
10000,36,344.02,10,17.72,7,61.7,11,0,5.07918486515322,717,4.77557404291962,1
20275,36,753.39,NaN,13.27,9,0.9,40,0,4.95424733490676,707,1.92941892571429,0
32500,36,1179.04,10,26.04,19,31.2,40,0,4.81292003804502,677,4.55081517149623,1
7000,36,216.05,10,28.28,11,34.3,31,1,4.88081930664427,702,3.75534118381154,1
2500,36,80.38,5,8.48,17,42.6,33,1,5.06070161681094,687,3.70859084515034,1
22575,36,818.98,9,14.54,10,43.3,17,0,4.98227575691685,722,4.02530586526477,0
18425,36,732.48,4,26.56,9,41.8,18,0,4.84510424417682,662,3.55022835305509,1
11600,36,461.16,2,21.88,8,81.1,19,0,4.81292003804502,667,3.73527944806045,1
10000,36,348.18,1,5.62,7,15.9,16,1,4.77815848856469,732,2.89320675305984,1
10000,36,376.7,4,39.42,13,43.8,41,0,4.92942403503108,672,4.09645811171745,1
19000,36,670.71,1,30.82,9,0.8,24,0,4.97772817678564,677,2.1271047983648,1
10000,36,357.88,1,17.23,10,33.3,21,1,4.69897869013879,702,3.92048856465829,1
24525,36,788.48,2,2.93,6,18.9,15,0,4.74620560816621,672,3.69679308508174,0
15875,36,534.82,3,16.48,16,4.1,35,2,4.77815848856469,692,2.95856388322196,0
3200,36,110.09,8,10.07,10,33.4,14,2,4.51852710011733,662,3.76207808733463,0
6000,36,230.55,6,13.66,5,43.5,23,0,4.69897869013879,722,2.68033551341456,1
20000,36,688.03,1,10.37,11,21,13,0,4.90309541563903,712,3.49941212567227,0
2500,36,90.7,7,15.68,6,60.1,9,0,5.03743048227539,672,2.85853719756963,1
15000,36,489.31,6,5.65,12,10.4,25,1,5.04139663327193,747,3.94650139056958,0
13475,36,523.87,2,14.43,4,75.4,6,0,4.60207084855429,682,3.74091507648128,0
10000,36,326.21,2,1.46,7,12,18,0,4.62325963061961,697,3.23854788768132,1
20000,36,725.56,3,16.08,12,48.1,25,1,4.89487518912379,682,5.03356045630725,0
29625,36,1214.86,2,4.51,11,3.5,16,0,4.81292003804502,687,2.98317507203781,0
10000,36,321.5,5,14.19,9,31.8,22,4,4.72428406375899,702,3.35964579267454,0
6000,36,191.25,10,24.73,13,60.4,24,4,5.0000043429231,732,4.56708520966323,1
10500,36,330.93,10,4.68,12,11.4,31,0,4.84510424417682,792,4.08224665474366,0
35000,36,1391.41,10,9.78,5,52.9,16,7,5.27875588670724,672,4.19440332591,0
21800,36,741.59,10,8.9,16,67.8,57,8,5.0000043429231,672,4.31584444475103,0
15000,36,557.38,10,13.02,8,34.2,13,0,4.61279444913889,677,3.8264635490928,1
8500,36,260.48,5,34.06,10,31.8,20,2,4.74037058568576,782,4.14569352390422,0
1500,36,54.42,10,29.2,6,32.1,15,0,4.48260206469906,667,3.45117215751253,0
10000,36,308.64,7,17.6,10,75.1,28,1,5.02119343518816,702,4.08228258991243,1
20000,36,630.34,5,3.79,12,16.3,24,2,4.87506705394618,762,3.81690383937566,0
35000,36,1218.61,10,19.53,19,51,32,6,5.24551513538942,667,4.98551179760533,0
9350,36,358.78,1,33.58,20,17.2,24,1,4.81774381008077,722,3.74327452351193,1
25375,60,658.11,4,7.1,25,70,48,0,5.06070161681094,682,3.83193373046674,0
30000,36,1059.02,10,16.62,4,82.3,7,1,5.17609415434257,697,3.7603470785299,1
8000,36,286.3,9,30.32,20,77.3,48,7,5.27875588670724,697,4.64762743647734,1
5000,36,176.51,10,11.26,6,66.5,24,3,4.81292003804502,672,4.24452451157008,0
6025,36,198.6,0,6.73,12,27.5,13,0,4.51852710011733,707,3.77136697085778,0
30000,36,1032.05,10,17.71,10,84,23,7,5.11394669302077,712,5.09728855277691,0
10000,36,321.5,6,3.03,10,15.9,22,4,4.60207084855429,672,3.25719842613934,0
3900,36,139.58,5,10.51,6,52.3,10,0,4.32223997493115,672,4.06092436968948,1
13325,60,333.1,4,18.29,10,51.5,13,0,4.56821346159708,672,3.97428135887783,0
15525,36,584.83,10,15.33,8,85.6,36,1,4.90309541563903,692,3.45101845215545,0
7000,36,219,5,12.48,6,38.1,15,3,4.85733852825718,662,3.78809763338029,0
5075,36,168.54,2,1.37,4,60.5,5,0,5.17897982340604,697,3.66294661433262,1
20000,60,540.96,0,8.04,22,8.4,39,0,4.68125028508304,717,3.24821856119007,1
12875,60,358.17,9,6.43,3,83.9,11,4,4.84510424417682,682,3.90134932541564,0
25000,36,776.4,10,5.22,9,13.8,18,6,5.01703751518718,822,4.10363270520974,0
20000,36,652.41,2,15.29,6,7.6,18,0,4.84510424417682,797,3.35717225772303,0
9275,36,344.65,3,19.71,18,78,35,0,4.87506705394618,682,4.03538970919867,1
10000,36,321.5,6,18.05,10,68.8,29,0,4.74819578219556,677,4.37679587387971,0
15000,36,522.26,10,21.72,8,15.6,15,2,4.47713573096112,787,3.77092561463899,0
6800,36,236.76,10,29.1,9,87.1,15,1,4.79934744296207,732,3.74616696437728,0
1000,36,33.21,1,2.95,5,33,8,0,4.54408045258678,737,3.53554727917666,0
5000,36,163.11,10,1.08,6,22.1,15,2,5.17609415434257,667,3.54543082946535,0
7200,36,247.7,5,14.5,16,64.6,40,1,5.07918486515322,682,4.23352912726862,0
10000,36,318.75,10,10.99,6,66.2,13,2,5.07918486515322,692,3.9698816437465,0
10650,36,424.07,2,0,5,0,8,1,4.54408045258678,772,0,1
2000,36,70.61,2,11.57,4,96.3,17,1,4.34244242103183,712,4.02510096104681,0
7000,36,268.61,2,30.27,16,64.8,17,0,4.65322216465659,667,3.96392942202655,1
20000,36,664.2,0,21.24,13,34.9,24,2,5.0000043429231,732,4.04387291239142,1
15100,36,587.04,10,34.34,14,69,21,0,4.92942403503108,697,4.61778639469639,0
18500,36,662.07,8,13.95,13,28.8,25,2,4.73043502418639,692,4.00629485798138,0
5000,36,163.11,3,15.95,2,62,4,0,4.54408045258678,672,3.5321171162488,1
3000,36,97.87,5,12.8,8,90.9,36,4,5.09691348735001,692,3.56074330105471,0
19650,36,844.87,4,13.4,5,50.2,7,0,4.97772817678564,667,3.76908178711821,1
32000,36,1088.57,1,9.74,12,0.2,18,1,4.87506705394618,717,1.60205999132796,1
16000,36,521.93,5,19.7,9,43.2,11,0,4.74037058568576,727,3.88817949391832,0
27500,36,970.77,10,10.43,5,51.2,18,1,4.74037058568576,697,4.32139127831168,0
18450,36,723.75,2,21.39,22,52.5,39,1,4.65322216465659,692,3.66931688056611,1
10000,36,371.59,10,5.34,6,35,8,0,4.87506705394618,722,3.69346312721953,1
6000,36,202.14,0,15.54,11,64.6,28,1,4.76343548133428,662,3.52633927738984,1
8975,36,321.2,2,1.95,9,42.4,9,0,4.95424733490676,702,3.8453461374114,1
20000,60,518.71,10,6.85,10,78,20,1,5.05690866092048,662,4.1067686651768,0
6000,36,204.11,10,21.43,15,46.2,30,1,4.62325963061961,677,4.19343072372684,1
27925,36,1037.66,0,0.73,9,16.1,10,0,5.10721336256025,752,3.42926766643316,1
8525,36,316.78,9,16.72,15,62,22,2,5.11394669302077,662,4.28674829661371,1
12000,36,417.81,5,10.38,9,46.1,18,0,4.90309541563903,727,4.18974290024157,0
35000,36,1141.72,1,25.69,15,82,19,4,5.30103216713096,747,5.31178563753823,0
25000,36,916.28,4,31.69,15,53.5,32,3,4.7324018022389,687,4.51715629482379,1
3500,36,105.41,10,32.37,13,49.1,27,6,4.91908332480819,757,4.30302316948751,0
12000,36,361.38,10,19.78,9,42,35,2,4.68125028508304,722,4.12270725431834,1
20800,60,621.29,4,13.94,6,74.7,9,0,4.90309541563903,682,4.12613140726198,1
25650,36,966.24,10,34.55,10,86.9,26,1,4.80618675978215,682,4.09422648522204,0
5000,36,159.38,0,19.28,20,14.9,32,0,4.94300454538435,747,3.95640857119583,0
28000,60,741.68,8,34.6,19,41.6,31,3,4.93450350115004,707,4.50761303050177,0
25000,36,870.44,1,23.26,16,63.6,38,1,4.83251529934283,687,4.013132276046,0
35000,36,1344.83,10,2.2,10,69.1,11,0,5.95424299198848,682,4.48515334990365,1
14625,36,550.93,5,28.23,7,57.8,10,1,4.62325963061961,672,4.11427729656158,1
40000,36,1204.6,0,5.5,6,14.1,26,7,5.65801235114943,717,3.40414924920969,0
32625,60,1029.04,3,11.26,8,19.5,13,1,4.81292003804502,757,3.7213983755215,0
10000,36,326.21,0,4.05,5,50.7,15,3,4.65322216465659,677,3.93059248844259,1
10000,36,315.17,10,12.67,5,80.8,37,0,5.09691348735001,667,4.43765545142491,1
4800,36,148.15,6,14.13,22,40,58,3,4.97772817678564,707,3.95225953659082,0
20000,36,659.24,10,12.54,14,41.4,49,10,5.22531186680437,682,4.15130854818201,0
17325,36,589.36,4,20.79,8,84.5,19,5,4.79239869419147,707,4.3106508364783,1
20000,36,612.89,10,2.29,7,15.7,13,3,4.97772817678564,812,4.09756963943137,0
6600,36,232.99,0,22.95,6,56.8,7,0,4.39795738010388,707,3.92458938566941,0
24000,60,662.45,10,18.48,20,46.4,35,2,5.04139663327193,702,4.26735949082785,1
30000,36,1044.52,10,17.13,17,57.6,42,5,5.25527491784372,707,4.5112682318257,0
12000,60,322.96,7,12.39,14,17.5,26,0,5.17609415434257,682,3.76596642478571,0
6000,36,185.19,4,1.61,4,2.2,5,0,4.54408045258678,812,2.82607480270082,0
8000,36,260.97,5,1,13,13.3,44,2,5.04139663327193,717,3.87903850523723,0
11950,60,344.55,3,5.15,6,18.1,6,0,4.65311599316556,697,2.98944981766669,1
24950,36,921.27,10,11.26,8,58.2,9,1,4.71601169537145,717,3.92298481570888,0
10000,36,348.18,4,18.15,7,40.7,14,0,4.69897869013879,662,3.75633176732105,0
20000,36,706.01,10,23.5,6,81.6,16,2,4.97772817678564,737,4.11600967942473,1
14775,60,387.6,10,12.89,14,0,28,2,4.78979921447671,667,0,0
7000,36,250.52,5,16.18,11,21,19,1,4.81292003804502,712,3.80277372529197,0
15750,36,585.25,2,17.46,14,45.9,14,0,4.80141057085545,687,4.21698355938209,1
14875,36,571.56,10,12.67,10,47.3,12,0,4.65322216465659,697,3.78845120702345,0
11200,60,304.14,8,21.18,10,72.9,34,0,5.0000043429231,667,4.36246362475521,1
30000,36,1010.68,10,11.64,14,56.3,23,0,5.07918486515322,717,4.2810561045835,1
9000,36,326.51,2,15.83,7,50.8,10,0,4.68125028508304,702,3.60895369927586,1
7500,36,261.13,7,17.39,7,15.7,8,0,4.71601169537145,702,3.38632057389404,0
3000,36,104.46,0,12,7,38,11,0,4.92942403503108,672,4.15563963375977,1
30000,36,1032.05,2,11.95,8,39.3,30,4,5.30103216713096,692,3.88862872538522,0
27225,60,751.47,1,16.48,15,49,24,1,5.01912044635524,712,4.1081589512564,0
8500,36,295.95,0,26.94,5,25.2,18,3,4.68125028508304,677,3.7946274446645,0
25000,60,720.8,4,16.83,6,34.5,9,0,4.69897869013879,687,3.70225816316209,0
6000,36,204.11,10,1.2,5,10.2,13,1,4.60207084855429,682,3.09829753649469,0
21900,36,714.39,5,4.66,9,12.7,16,0,5.27875588670724,742,3.66020120138068,0
6000,36,195.73,10,0.53,4,14.1,7,0,4.90309541563903,702,2.99343623049761,0
25000,60,598.83,4,14.43,9,42.6,15,1,5.03743048227539,687,3.75296986502908,0
21000,60,616.26,3,19.85,12,17.8,21,2,4.90309541563903,687,3.37069809257557,1
12000,60,239.83,10,7.44,8,10.3,15,2,4.77815848856469,797,3.3014640731433,0
10000,36,336.9,0,22.01,7,48.9,18,2,4.81292003804502,727,3.9326766586224,0
30000,60,828.06,2,9.08,11,24,21,0,4.85733852825718,717,2.87273882747266,0
32725,60,960.34,7,2.45,8,13.5,22,4,4.82608128465964,712,3.62930764007374,0
15000,36,544.17,NaN,30.54,15,38.4,23,0,4.92942403503108,707,3.76387703149565,1
10025,36,418.31,0,14.67,4,65.6,9,0,4.81955051571144,717,3.73591811653129,1
25000,60,528.11,5,23.09,20,23.3,27,0,4.69897869013879,802,3.72024201828705,0
24000,36,835.62,4,10.25,10,0,18,3,4.99123050724623,742,0,0
25000,60,690.05,4,27.82,16,49.4,42,3,5.09691348735001,672,4.31680875205302,1
21000,60,493.66,10,20.34,13,70.7,65,37,5.1461311377706,667,4.16731733474817,0
8000,36,269.52,7,8.36,4,27.2,18,3,4.92942403503108,662,3.09691001300805,0
4800,36,174.14,NaN,7.26,8,40.9,22,2,4.32570034291598,662,3.31048089146267,1
11200,36,450.54,10,17.33,7,23.7,13,0,4.65322216465659,692,3.47261019759604,0
3000,36,98.89,10,18.32,6,79.4,19,0,4.49137570310773,707,4.24244203603753,0
16000,60,337.99,10,14.3,11,3.4,25,1,5.32222136279795,777,1.89762709129044,0
40000,36,1486.34,10,6.39,10,38.7,22,5,5.30103216713096,732,4.38015695150816,0
15000,60,440.19,9,24.19,16,27.6,35,0,4.59107574263968,712,3.63628725209851,1
16950,36,647.07,10,1.68,3,84,9,4,4.77815848856469,662,3.51534389308838,0
28000,60,753.57,10,16.15,4,43.3,19,0,4.95415081536954,667,3.67320528177904,1
5000,36,176.51,7,8.26,6,68.3,7,0,4.87506705394618,677,4.15890502118754,1
25000,36,850.44,0,20.28,17,0.1,21,1,4.90309541563903,797,1.27875360095282,1
5000,36,166.05,NaN,6.18,5,81.9,10,0,4.43137984884193,697,3.60379370413696,1
35000,36,1204.06,9,20.31,24,30.2,47,3,4.95424733490676,702,4.38153021583627,1
28000,36,843.22,10,0,7,0,25,3,5.02119343518816,747,0,1
1500,36,45.97,5,9.44,8,34.9,18,0,4.77085937250318,727,4.13735411137073,0
5000,36,155.28,10,26.48,10,52,20,0,4.64049137494554,722,3.90395770852317,0
15000,36,462.96,10,11.27,13,25.8,26,0,4.81955051571144,667,4.01114736077579,1
21775,36,700.07,2,9.02,7,1.6,19,2,5.0000043429231,727,2.47856649559384,0
18000,60,380.24,6,11.16,8,26.7,17,0,5.13033698547925,722,3.89103541531531,1
8400,36,260.87,1,23.05,13,13.9,20,1,4.77815848856469,757,3.80942502879703,1
23900,36,843.68,1,21,7,94,16,0,4.71601169537145,707,4.19343072372684,1
9000,36,298.89,0,10.77,6,40.8,23,0,4.60207084855429,697,4.14522749265239,0
3475,36,145.61,5,5.57,11,35.7,15,2,4.81292003804502,662,3.44529276942597,0
20000,36,659.24,10,30.97,7,35.7,28,4,4.71601169537145,667,3.74865309342426,1
18000,36,664.65,4,17.75,20,42.4,26,1,5.1461311377706,677,4.25638095303164,1
6000,36,204.11,1,37.73,9,84.7,23,5,4.71601169537145,672,4.54389429180468,1
18900,36,791.92,9,30.92,19,34,22,0,4.63347855533382,667,4.02881516984688,0
8625,36,290.57,0,0,8,0,22,1,4.38022933693803,672,0,1
32000,36,1181.59,5,11.4,15,74.3,33,3,5.69897087292411,672,4.27415784926368,1
35000,36,1282.79,2,17.67,8,48.9,17,0,5.07918486515322,662,3.8989444668665,0
19875,36,738.53,3,11,7,71,33,1,4.90309541563903,662,3.89949219613813,1
21000,60,593.57,10,21.28,14,52.3,24,5,5.06070161681094,702,4.85463998605583,0
14350,36,499.63,1,18,23,93.3,42,0,4.54408045258678,662,4.26679595984666,0
5750,36,219.51,9,20.16,6,31.4,15,1,4.86923758853567,687,3.05422990986339,1
35000,60,808.42,10,7.38,13,2.6,38,7,4.98677621150586,757,2.65513843481138,0
30000,36,1044.52,6,35.39,9,4.3,26,1,4.91381914862559,727,3.08314414314305,0
30000,60,682.44,9,19.84,11,28.1,19,2,4.77815848856469,742,4.26913919679217,1
30000,60,667.19,5,22.56,11,77.9,23,2,5.02530996236319,707,4.44438834627944,0
17000,36,600.11,9,19.84,9,37.9,23,0,4.60263233986654,727,3.98560608305243,1
32000,60,883.26,10,12.38,13,21.3,23,3,5.17667571551223,722,3.81683763090203,1
16100,36,584.08,0,5.23,6,47.3,7,0,4.57055461430783,667,3.74303915480493,0
16825,36,585.81,1,27.49,8,80.5,27,3,4.87506705394618,682,4.186645610596,1
12000,36,435.34,2,3,3,59.3,3,0,4.66276727276334,692,3.52166101511207,1
35000,36,1292.36,0,1.53,3,25.2,5,0,4.84510424417682,757,3.60368554961469,0
35000,36,1235.52,10,4.85,9,35.3,14,3,5.94200854935858,692,4.05997971694416,0
13200,36,478.87,0,5.93,9,9.5,14,0,4.47713573096112,702,3.69372694892364,0
16800,36,682,1,24.89,16,27.2,26,0,4.52635220262851,712,4.52672686731463,0
20000,36,673.79,6,26.48,13,68.7,27,3,4.87506705394618,742,4.40312052117581,1
7000,36,230.74,10,14.4,5,12.8,6,0,4.77815848856469,707,3.28307497473547,0
10900,36,422.68,10,14.66,6,24.3,13,2,4.66890191720316,682,3.19920647916165,1
4200,36,152.37,10,16.87,8,16.6,24,0,3.9261880491072,672,3.55930801090701,0
5000,36,185.8,4,32.53,11,79.7,22,1,5.01703751518718,697,4.27413474787896,1
24000,36,782.9,9,28.29,9,67.7,25,4,5.07918486515322,682,4.21053253706939,0
14000,36,487.45,10,11.88,5,58.1,16,2,5.0000043429231,692,4.12752592458769,0
8000,36,265.68,10,3.39,8,55.5,19,0,5.30103216713096,682,3.98457231562163,0
20025,36,716.64,1,21.93,9,55.6,15,0,4.87506705394618,707,4.27494256608368,1
34750,36,1283.13,2,29.67,15,87.8,34,0,4.89763258865415,672,4.31649453922231,1
21000,60,524.96,1,27.39,13,40.1,17,0,4.67670275257035,682,3.94997517782965,0
35000,36,1321.87,0,5.69,9,61.8,19,0,5.17609415434257,687,4.28784650024951,0
29100,60,783.17,NaN,5.61,5,16.9,10,0,4.84510424417682,672,3.27415784926368,1
9525,36,378.67,6,20.57,16,28.1,21,2,4.87506705394618,667,3.78197067391255,1
5000,36,193.89,3,19.2,9,41,14,0,4.62325963061961,687,3.06069784035361,1
5000,36,181.39,10,17,12,79,47,4,4.95424733490676,712,4.30442589580939,0
6000,36,211.81,2,16,7,81.7,34,0,4.77815848856469,667,4.27422714604577,1
6175,36,250.68,3,1,4,6.6,7,0,4.47713573096112,777,2.62940959910271,0
6250,36,230.78,4,3.86,6,5.7,7,0,4.29227822867297,697,2.66275783168157,1
2200,36,78.74,0,9.95,8,0,13,0,4.14615905560481,677,0,0
18150,36,640.71,5,26.66,9,8.2,31,2,4.81292003804502,682,3.31281182621208,0
6000,36,195.73,6,18.33,16,76.3,21,0,4.79379736686109,667,4.03470865134106,0
20000,36,738.5,4,39.34,25,56.4,36,1,5.2671740759344,662,4.57615699512209,0
14000,60,318.48,10,5.73,8,26.2,16,0,4.60207084855429,727,3.43632170013973,0
4000,36,130.49,5,12.6,12,0,53,1,4.77815848856469,672,0,0
11925,36,443.12,6,19.11,10,19,15,0,4.69897869013879,712,3.51851393987788,0
26275,36,963.01,5,7.08,10,42.2,19,0,5.21748657629369,672,3.70816585785554,1
9000,36,271.04,5,4.62,8,47.3,36,2,5.3303955082439,682,4.23759400079924,0
8000,36,263.7,2,37.23,16,79,23,0,4.63347855533382,662,3.99782308074572,1
14300,36,531.37,3,18.48,20,53.2,24,0,4.47713573096112,712,3.90167623132637,1
25000,36,860.04,10,14.4,18,42.6,34,6,5.35218444830477,722,4.37339019962747,0
11475,36,478.82,3,9.71,10,65.3,17,0,4.94939488633077,667,3.79726754083071,1
6000,36,238.53,5,27.67,7,20.9,8,0,4.30105170984522,677,3.48742121135947,1
20000,60,524.67,4,19.46,13,98.7,47,0,4.91381914862559,667,4.25457224418735,0
23525,36,853.44,6,12.42,18,43.2,32,3,5.33244047988524,662,4.19343072372684,0
9050,36,315.1,2,16.26,6,10.2,15,0,4.40098672990516,692,2.98227123303956,1
24000,36,771.6,2,12.88,16,56,52,5,5.35218444830477,742,4.35548983290338,0
20000,36,630.34,10,7.37,10,83.3,14,1,5.161370997359,692,4.53567380342575,0
19450,60,588.93,3,35.55,9,72.8,25,0,4.60207084855429,662,3.99567906051162,1
4500,36,139.76,10,17.47,7,72.7,22,0,4.91860167696984,702,4.21200105751229,0
35000,36,1300.55,4,1.84,11,23,14,0,5.39794174584649,717,4.41020341708945,1
9000,36,271.04,6,13.75,15,13.2,36,8,5.17609415434257,802,4.29039080944022,0
4375,36,161.55,2,3.1,5,41.1,6,0,4.61279444913889,662,3.19423674872382,0
17400,36,637.73,1,19.18,18,19.5,30,1,4.71601169537145,727,3.92453771777548,0
9600,36,377.2,3,38.33,11,67.8,18,0,4.69897869013879,672,4.15554857715353,1
25000,36,938.68,10,13.77,6,74.4,22,7,4.87795270383588,662,3.85394144588049,1
35000,36,1314.14,5,16.06,8,23.3,24,4,4.89210017053276,712,3.68133170596916,0
10000,36,310.56,10,18.65,6,80.7,16,0,4.90309541563903,717,4.02073408541151,1
11250,36,432.27,7,3.69,11,62.7,12,0,4.74037058568576,682,3.15956719323362,1
28450,36,890.08,10,12.53,13,22.5,28,2,4.75588247480709,737,3.82275633295139,0
25000,36,916.28,10,26.67,12,40.9,22,2,4.77815848856469,687,4.31291748111636,0
28000,60,847.81,8,21.86,15,31.8,25,0,5.04139663327193,672,4.1598377910711,1
10000,36,312.86,10,15.05,8,77.3,26,0,5.09691348735001,702,4.27205057498861,0
9225,36,342.79,10,22.39,13,41.5,27,4,4.84510424417682,702,4.39017531022867,0
4200,36,153.94,10,14.28,16,48.2,45,5,4.77815848856469,667,4.03730695089709,1
18150,36,674.43,4,13.85,8,62.9,16,2,4.95424733490676,687,4.0025979807199,0
20000,36,659.43,2,15.66,12,37.2,18,0,5.0000043429231,712,4.19542914245706,0
20000,36,848.93,1,0.38,5,27,5,0,5.39794174584649,727,3.52878819177489,1
5600,36,181.99,1,10.7,6,34.5,20,3,5.09691348735001,702,3.98457231562163,0
9750,36,321.24,10,6.77,5,76.8,16,2,5.09691348735001,672,4.15497144154447,0
8000,36,277.29,NaN,11.04,9,26.6,19,0,4.30105170984522,707,3.7388598020722,0
15000,36,508.96,4,33.9,20,30.7,27,0,5.05099035556776,722,4.29523713073153,1
28000,60,710.87,3,7.28,3,32.1,6,0,4.90309541563903,702,3.39898106665813,0
11225,36,394.59,4,11.33,9,45.4,18,0,4.39795738010388,672,4.17397253281796,1
5000,36,162.49,3,14.65,18,5.7,24,0,4.87506705394618,762,3.80051087689436,0
35000,36,1196.05,5,17.15,13,54.1,28,2,5.17609415434257,672,4.25012712077689,0
11450,36,408.17,1,7.44,5,41.6,12,0,4.96379254791209,692,3.39741854235134,0
12000,60,350.39,0,1.83,28,10.9,37,0,4.69897869013879,662,3.10516942799933,0
40000,36,1244.07,1,9.65,24,4.5,43,0,5.1461311377706,747,3.61044722144212,0
35300,36,1106.02,10,19.49,13,13.5,22,2,5.1461311377706,817,4.1911155223803,0
4000,36,123.95,1,29.93,19,46.4,46,2,5.07918486515322,702,4.07331502056062,0
6500,36,214.16,3,17.9,16,54,25,0,4.97772817678564,682,4.36097188372593,0
10000,36,341.73,2,26.48,18,11.2,29,0,4.47713573096112,722,3.32448823330765,0
4000,36,138.65,4,12.63,25,54.4,26,0,4.39795738010388,662,3.63848925695463,0
24000,60,700.78,1,11.45,10,36.9,17,4,4.84510424417682,677,3.67815403801043,1
20000,36,758.55,8,22.01,9,33.9,21,0,4.84073950144223,662,4.05534009954418,1
25000,36,866.52,10,10.59,6,60.3,16,1,4.98677621150586,752,3.8561244442423,0
10450,36,388.31,10,24.07,9,34,13,1,4.51852710011733,722,4.18923758016683,0
21000,36,704.95,4,10.2,12,89.4,42,2,5.30103216713096,692,3.72965066833592,0
32000,36,1053.56,4,30.8,15,18.4,23,1,5.33666182388501,722,5.10552380948117,0
12000,60,304.66,1,29.81,9,67.4,11,0,4.76043002319251,682,4.27304759433799,1
3000,36,98.92,2,3.85,8,14.6,24,3,5.15533907447879,667,3.06892761168207,0
18000,36,623.89,3,16.65,8,62.4,27,3,5.04139663327193,662,4.08328756932728,0
6000,36,207.97,10,26.78,13,55.4,34,0,4.90309541563903,662,4.01674092728626,1
22800,36,951.61,0,8.54,9,27.1,13,1,4.77815848856469,692,3.57030938543587,0
2000,36,62.9,10,10.98,10,68,28,5,4.85733852825718,672,4.06295783408451,0
6000,36,197.69,6,28.89,11,102.5,34,3,4.95424733490676,682,4.07140328353146,0
10000,36,329.72,10,2.03,6,67.4,11,0,4.93450350115004,672,3.60702587843478,1
